name,organizer_facebook,organizer_name,organizer_website,organizer_twitter,first_performer,second_performer,timezone,id,start_date,start_time,end_date,end_time,summary,city,country,region,localized_address_display,postal_code,street_address,latitude,longitude,images,listing_url
"The ""Beyond B-Side"" Open Mic",,Adam Golding,,,,,America/Toronto,337359741067,2022-06-29,19:00,2022-06-30,00:00,THE NEW WEDNESDAY OPEN MIC IN TORONTO,Toronto,CA,ON,"669 College Street, Toronto, ON M6G 1B9",M6G 1B9,669 College Street,43.6549944,-79.4169407,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F282088199%2F227807485426%2F1%2Foriginal.20220510-162318?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C140%2C758%2C379&s=4ab2d2a3e2ab3f3f57dd5377b68a5d38,https://www.eventbrite.ca/e/the-beyond-b-side-open-mic-tickets-337359741067
Love Revolution Country Music Festival,,Suzi Kory,,,,,America/Toronto,326322658857,2022-07-16,12:00,2022-07-16,20:00,"The Love Revolution Country Music Festival is an all-day, family friendly event bringing peace, love, and music to the great outdoors!",Cavan,CA,ON,"518 Morton Line, Cavan, ON L0A 1C0",L0A 1C0,518 Morton Line,44.2043909,-78.5054456,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F272483859%2F166526739085%2F1%2Foriginal.20220425-124631?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C237%2C720%2C360&s=8bac7690866bb1043bc4b5db835541db,https://www.eventbrite.ca/e/love-revolution-country-music-festival-tickets-326322658857
Paris Drinks Fest (2022 Weekend Pass),noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,,,America/Toronto,324196108287,2022-08-19,17:00,2022-08-20,23:00,"Paris Drinks Fest is a food, drink and music festival in downtown Paris, Ontario on August 19 & 20, 2022.",Paris,CA,ON,"96 Laurel St, Paris, ON N3L 3L8",N3L 3L8,96 Laurel St,43.1924776,-80.3903398,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F270011129%2F855801355723%2F1%2Foriginal.20220420-163319?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=f3123b894a1f0b6d16f43ac4937c0a94,https://www.eventbrite.ca/e/paris-drinks-fest-2022-weekend-pass-tickets-324196108287
S.M.C. & M.S.J.C. - OLD SCHOOL Reunion,,SMC MSJC Reunion,,,,,America/Toronto,152773237867,2022-08-20,19:00,2022-08-21,00:00,SMC and MSJC Reunion Party at the Quattro Hotel Ballroom,Sault Ste. Marie,CA,ON,"229 Great Northern Road, Sault Ste. Marie, ON P6B 4Z2",P6B 4Z2,229 Great Northern Road,46.5322494,-84.3199234,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F133784009%2F150303931826%2F1%2Foriginal.20210429-145804?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=44%2C0%2C2168%2C1084&s=f6b2d39bf8808c42c6ecf47012e437a1,https://www.eventbrite.ca/e/smc-msjc-old-school-reunion-tickets-152773237867
S.M.C. & M.S.J.C. - OLD SCHOOL Reunion,,SMC MSJC Reunion,,,,,America/Toronto,152773237867,2022-08-20,19:00,2022-08-21,00:00,SMC and MSJC Reunion Party at the Quattro Hotel Ballroom,Sault Ste. Marie,CA,ON,"229 Great Northern Road, Sault Ste. Marie, ON P6B 4Z2",P6B 4Z2,229 Great Northern Road,46.5322494,-84.3199234,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F133784009%2F150303931826%2F1%2Foriginal.20210429-145804?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=44%2C0%2C2168%2C1084&s=f6b2d39bf8808c42c6ecf47012e437a1,https://www.eventbrite.ca/e/smc-msjc-old-school-reunion-tickets-152773237867
Cat Clyde,307808276079324,The Hayloft Dancehall,http://www.thehayloftdancehall.com,,,,America/Toronto,317857960717,2022-07-01,19:30,2022-07-02,01:00,Cat Clyde - Live at The Hayloft Dancehall,Cherry Valley,CA,ON,"344 Salmon Pt. Rd, Cherry Valley, ON K0K 1P0",K0K 1P0,344 Salmon Pt. Rd,43.8764111,-77.2199806,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F263640969%2F524144957129%2F1%2Foriginal.20220408-234158?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C33%2C2200%2C1100&s=25b58c5bb1bc0ae3b749cff021acb0f5,https://www.eventbrite.ca/e/cat-clyde-tickets-317857960717
Lost In Japan & Excuse Me. at Maxwell's,,Cats Cove Media,,,,,America/Toronto,227862431667,2022-07-15,18:30,2022-07-15,23:30,"Cats Cove Media Presents: 
Lost In Japan & Excuse Me. @ Maxwell's Concerts & Events!
(feat.) King Park, Living Room for Small, No Service",Waterloo,CA,ON,"35 University Avenue East, Waterloo, ON N2J 2V9",N2J 2V9,35 University Avenue East,43.4768774,-80.52213379999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F223658239%2F398865265319%2F1%2Foriginal.20220203-203133?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C376%2C1728%2C864&s=c82f737a14b6c6b4e04580fb0183c0c2,https://www.eventbrite.ca/e/lost-in-japan-excuse-me-at-maxwells-tickets-227862431667
Glitter Grime Time,,King Suzy Productions,,,,,America/Toronto,317418064977,2022-07-16,19:00,2022-07-17,00:00,hyperpop c*nt swag,Toronto,CA,ON,"1197 Dundas Street West, Toronto, ON M6J 1X3",M6J 1X3,1197 Dundas Street West,43.64913329999999,-79.4223722,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F263081399%2F851944445023%2F1%2Foriginal.20220408-050034?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C343%2C1080%2C540&s=700819fd9324c1876546b642609bae7f,https://www.eventbrite.ca/e/glitter-grime-time-tickets-317418064977
Ian Reid In Concert,125660047482961,Dominion Hotel,https://DominionHotelPub.ca,,,,America/Toronto,339400174057,2022-07-09,19:30,2022-07-09,22:00,Folk Music's charmingly talented boy next door.,Minden,CA,ON,"113 Bobcaygeon Rd, Minden, ON K0M 2K0",K0M 2K0,113 Bobcaygeon Rd,44.9253739,-78.72494789999996,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F283857889%2F135040971792%2F1%2Foriginal.20220512-205558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C500%2C6000%2C3000&s=d5a6a663e5ab0c205d0fd4f00c512509,https://www.eventbrite.ca/e/ian-reid-in-concert-tickets-339400174057
Whitehorse,307808276079324,The Hayloft Dancehall,http://www.thehayloftdancehall.com,,,,America/Toronto,318837891717,2022-08-05,19:30,2022-08-06,01:15,Whitehorse - Live at The Hayloft Dancehall,Cherry Valley,CA,ON,"344 Salmon Pt. Rd, Cherry Valley, ON K0K 1P0",K0K 1P0,344 Salmon Pt. Rd,43.8764111,-77.2199806,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F264546639%2F524144957129%2F1%2Foriginal.20220411-141402?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C11%2C3682%2C1841&s=30c7a2b5913a09670d673f783908d3bc,https://www.eventbrite.ca/e/whitehorse-tickets-318837891717
KARAOKE PARTY,,Richard Cormier - Sing Like A Star Karaoke,,,,,America/Toronto,276056350977,2022-07-01,21:00,2022-07-02,01:00,"ALRIGHT, ALRIGHT, ALRIGHT….WE ARE BACK AGAIN!!!!
SLASK KARAOKE PARTY
FRIDAYS AT THE FROG AND THE CROWN STARTING FEB 25TH, 2022
(Free Parking",Toronto,CA,ON,"1871 O'Connor Drive, Toronto, ON M4A 1X1",M4A 1X1,1871 O'Connor Drive,43.7223712,-79.303046,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F235606139%2F224731315924%2F1%2Foriginal.20220223-220154?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&s=dedf403a7ab1d9bc38801f46eeba2bfd,https://www.eventbrite.ca/e/karaoke-party-tickets-276056350977
IRL SESSION,,goodbeat!,,,,,America/Toronto,339039705887,2022-07-09,22:00,2022-07-10,03:00,Featuring some of Twitch's finest DJs,Toronto,CA,ON,"1279 Queen St  W, Toronto, ON M6K 1L6",M6K 1L6,1279 Queen St  W,43.6413574,-79.43181849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F293519029%2F931011698433%2F1%2Foriginal.20220529-172039?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ce7ce6df2a9267d7b1f2a1253a9ba160,https://www.eventbrite.ca/e/irl-session-tickets-339039705887
FTP Showcase - The Warm Up,,STEEVZJ,,steevzj,,,America/Toronto,318649107057,2022-07-22,21:30,2022-07-23,02:00,"2 Years, you've been waiting, we're back... For The People.",Toronto,CA,ON,"129 Spadina Avenue, Toronto, ON M5V 2L3",M5V 2L3,129 Spadina Avenue,43.6475052,-79.39538739999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F284766059%2F267376760938%2F1%2Foriginal.20220514-174411?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=14%2C1286%2C986%2C493&s=51bbcabbfd58d431477e688ad78f8a15,https://www.eventbrite.ca/e/ftp-showcase-the-warm-up-tickets-318649107057
Matt Andersen,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Matt Andersen,,America/Toronto,328482729687,2022-08-04,19:00,2022-08-04,22:00,Join us for the Summer Concert Series at Alton Mill Arts Centre!,Alton,CA,ON,"1402 Queen St W, Alton, ON L7K 0C4",L7K 0C4,1402 Queen St W,43.8585425,-80.07144650000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F273845419%2F855801355723%2F1%2Foriginal.20220427-014708?h=200&w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=19a27acb2a9fb982a7af0ae9396ecfef,https://www.eventbrite.ca/e/matt-andersen-tickets-328482729687
SIN SUNDAYS hosted by Olaf Smith,SITO-Entertainment-GROUP-296541897438158,Sito Entertainment Group,,,,,America/Toronto,269310834957,2022-07-03,22:00,2022-07-04,03:00,"On Sundays we play by HER rules...
SIN SUNDAYS is back inside HER Complex 
Each & Every Sunday hosted by Olaf Smith",Mississauga,CA,ON,"1325 Eglinton Avenue East, Mississauga, ON L4W 4L9",L4W 4L9,1325 Eglinton Avenue East,43.6346412,-79.62257319999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F230036809%2F236809481366%2F1%2Foriginal.20220215-024731?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C707%2C1284%2C642&s=dadb54d9b9486c2352d7a33195e3e321,https://www.eventbrite.ca/e/sin-sundays-hosted-by-olaf-smith-tickets-269310834957
AWOL,,,,,,,America/Toronto,352111293357,2022-07-21,10:00,2022-07-21,15:00,Absent Without Official Leave,Toronto,CA,ON,"176 Cherry Street, Toronto, ON M5A 1A4",M5A 1A4,176 Cherry Street,43.6397477,-79.35350849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307423069%2F314509687968%2F1%2Foriginal.20220623-002000?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C240%2C828%2C414&s=4186ecc617ecfaa21601b1e09b52f4c1,https://www.eventbrite.ca/e/awol-tickets-352111293357
Abigail Lapell & Jenny Berkel live at Red Bird,,Red Bird Live,,,,,America/Toronto,343253980897,2022-06-30,20:00,2022-06-30,23:00,Double Bill! Abigail Lapell and Jenny Berkel co-headline an intimate evening of music on the Red Bird Stage,Ottawa,CA,ON,"1165 Bank Street, Ottawa, ON K1S 3X4",K1S 3X4,1165 Bank Street,45.39256530000001,-75.68189029999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286428169%2F571063959093%2F1%2Foriginal.20220517-183000?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=17e1356d39a5b85b09e3d48d2f561316,https://www.eventbrite.ca/e/abigail-lapell-jenny-berkel-live-at-red-bird-tickets-343253980897
Public Memory / Signal Exchange at Phog Lounge,happylittlecrowd,Happy Little Crowd Productions,,,,,America/Detroit,332832520027,2022-07-02,21:00,2022-07-03,00:00,Public Memory / Signal Exchange at Phog Lounge July 2nd / $12 advanced / $15 door / 9pm Doors / 19+,Windsor,CA,ON,"157 University Avenue West, Windsor, ON N9A 5P4",N9A 5P4,157 University Avenue West,42.3170148,-83.04052580000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F277627709%2F251681219886%2F1%2Foriginal.20220503-135628?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C514%2C2520%2C1260&s=b5966c088ce9894d8838d0b0f5699381,https://www.eventbrite.ca/e/public-memory-signal-exchange-at-phog-lounge-tickets-332832520027
Carlos del Junco,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,310124509757,2022-07-02,19:00,2022-07-02,22:00,Carlos del Junco is one of the finest  harmonica players in the world.,Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286316329%2F267213370153%2F1%2Foriginal.20220517-160944?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C150%2C900%2C450&s=cd954a1c958721ab5d0fc40a916e69b3,https://www.eventbrite.ca/e/carlos-del-junco-tickets-310124509757
Carlos del Junco,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,310124509757,2022-07-02,19:00,2022-07-02,22:00,Carlos del Junco is one of the finest  harmonica players in the world.,Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286316329%2F267213370153%2F1%2Foriginal.20220517-160944?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C150%2C900%2C450&s=cd954a1c958721ab5d0fc40a916e69b3,https://www.eventbrite.ca/e/carlos-del-junco-tickets-310124509757
Carlos del Junco,countybluesbarn,the county blues barn,http://www.countybluesbarn.com,,,,America/Toronto,310124509757,2022-07-02,19:00,2022-07-02,22:00,Carlos del Junco is one of the finest  harmonica players in the world.,Hillier,CA,ON,"46 Stapleton Road, Hillier, ON K0K 2J0",K0K 2J0,46 Stapleton Road,43.9711721,-77.4624863,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F286316329%2F267213370153%2F1%2Foriginal.20220517-160944?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C150%2C900%2C450&s=cd954a1c958721ab5d0fc40a916e69b3,https://www.eventbrite.ca/e/carlos-del-junco-tickets-310124509757
"Cut Corners with Peter Elkas Band, Two Minute Miracles & Lenny Bull",,The Dakota Tavern,,,,,America/Toronto,349687704337,2022-06-30,20:00,2022-06-30,23:00,"Cut Corners with Peter Elkas Band, Two Minute Miracles and Lenny Bull (DOORS 8PM)",Toronto,CA,ON,"249 Ossington Avenue, Toronto, ON M6J 3A1",M6J 3A1,249 Ossington Avenue,43.6497425,-79.420701,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F292104579%2F577022660053%2F1%2Foriginal.20220526-154227?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1234%2C617&s=76d7863dbd69d9a6fa2a5620ebf03310,https://www.eventbrite.ca/e/cut-corners-with-peter-elkas-band-two-minute-miracles-lenny-bull-tickets-349687704337
BARCODE SATURDAYS OFFICIAL CARIBANA PARTY FEATURING ATLANTA'S DJ SCREAM,BarcodeToronto,Life Media Group,https://barcodesaturdays.com/,,,,America/Toronto,336946565247,2022-07-30,22:00,2022-07-31,03:00,Toronto’s longest running Party Barcode Saturdays is and will always be the #1 Celebrity Party!!,Toronto,CA,ON,"423 College Street, Toronto, ON M5T 1T1",M5T 1T1,423 College Street,43.6564373,-79.4071046,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F281712489%2F340443735365%2F1%2Foriginal.20220510-043358?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7fafce82f7ad532c2a6e83f16c0e8626,https://www.eventbrite.ca/e/barcode-saturdays-official-caribana-party-featuring-atlantas-dj-scream-tickets-336946565247
Lunar Bloom Album Release Show with opening set by Caroline Marie Brooks,,Lunar Bloom,,,,,America/Toronto,346267494397,2022-06-30,19:00,2022-06-30,22:00,Lunar Bloom's album release show for Running Deep,Toronto,CA,ON,"292 Brunswick Avenue, Toronto, ON M5S 2M7",M5S 2M7,292 Brunswick Avenue,43.6652694,-79.40739169999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F309714899%2F257968995355%2F1%2Foriginal.20220628-025538?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C28%2C1200%2C600&s=2d1d27b527a25f19eba870eadec6661e,https://www.eventbrite.ca/e/lunar-bloom-album-release-show-with-opening-set-by-caroline-marie-brooks-tickets-346267494397
SOUL KITCHEN SUMMERS DAY CRUISE| SUNDAY JULY 3RD | 1-5PM #RNB,RespectTheName,Iconic Arts & Entertainment Inc - Events Curated by Ian Andre Espinet,http://www.RespectTheName.com,@ianandreespinet,,,America/Toronto,342537748627,2022-07-03,13:00,2022-07-03,17:00,TORONTO'S WORLD RENOWNED RNB EVENT... takes to the water..,Toronto,CA,ON,"176 Cherry Street, Toronto, ON M5A 1A4",M5A 1A4,176 Cherry Street,43.6397477,-79.35350849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306003009%2F43533286704%2F1%2Foriginal.20220620-213210?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C173%2C1800%2C900&s=e7eaa641d02c9c8546156bc30221e65c,https://www.eventbrite.ca/e/soul-kitchen-summers-day-cruise-sunday-july-3rd-1-5pm-rnb-tickets-342537748627
Slow Dance 2022,,Many Moons Events,,,,,America/Toronto,355000244287,2022-07-02,19:00,2022-07-03,01:00,"SLOW DANCE 2022!
Saturday, July 2nd. Hotel Wolfe Island.  DJs, live band, and dress up! Shuttle between ferry and venue provided!",Wolfe Island,CA,ON,"1237 County Road 96, Wolfe Island, ON K0H 2Y0",K0H 2Y0,1237 County Road 96,44.19456,-76.4384839,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F295820149%2F65907089629%2F1%2Foriginal.20220602-042349?w=480&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C480%2C240&s=b4b7afdd4b106df23daa180b671aba96,https://www.eventbrite.ca/e/slow-dance-2022-tickets-355000244287
AC-DC  Canada,,Rock Mafia Records,,,,,America/Toronto,327482197067,2022-07-15,20:00,2022-07-16,01:00,"AC-DC Canada live at the Moose and Goose with special Guest Method2Madness, Friday, July 15th.",Thorold,CA,ON,"54 Paul De Divitiis Senior Way, Thorold, ON L2V 1X1",L2V 1X1,54 Paul De Divitiis Senior Way,43.1233742,-79.2004857,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F272734049%2F831176489893%2F1%2Foriginal.20220425-180401?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C828%2C414&s=4886327815e739e0dd78cf3ce3ab7bdf,https://www.eventbrite.ca/e/ac-dc-canada-tickets-327482197067
JETSETTERS CARIBANA SATURDAY - GROWN & SEXY,,Aaron CJ Hastings,,,,,America/Toronto,298889826517,2022-07-30,22:00,2022-07-31,03:00,CARIBANA SATURDAY IN TORONTO JOIN US FOR THE GROWN AND SEXY PARTY OF THE WEEKEND. FOR THE MATURE AND UPSCALE CROWD!,Toronto,CA,,"137 Avenure Rd, Toronto, m5r 2h7",m5r 2h7,137 Avenure Rd,43.673972,-79.396012,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F248399439%2F162438283840%2F1%2Foriginal.20220316-015836?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C300%2C1080%2C540&s=089da94613d975229d7d7d903847f4eb,https://www.eventbrite.ca/e/jetsetters-caribana-saturday-grown-sexy-tickets-298889826517
Keith Mackenzie - Chicago Booty Breaks - Onyx Nightclub - Guelph,events/346448875901345,beatfreaks.ca ,,,,,America/Toronto,330995585707,2022-07-22,22:00,2022-07-23,04:00,"KEITH MACKENZIE - from CHICAGO 
with
Marty McFly
Dmonic",Guelph,CA,ON,"12 Wyndham Street North #2nd Floor, Guelph, ON N1H 4E5",N1H 4E5,12 Wyndham Street North,43.5448096,-80.2485868,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F277375539%2F4433627656%2F1%2Foriginal.20220503-045558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=5%2C0%2C1190%2C595&s=9feb0427c6771fc90eeeea4a9dbae5d9,https://www.eventbrite.ca/e/keith-mackenzie-chicago-booty-breaks-onyx-nightclub-guelph-tickets-330995585707
Keith Mackenzie - Chicago Booty Breaks - Onyx Nightclub - Guelph,events/346448875901345,beatfreaks.ca ,,,,,America/Toronto,330995585707,2022-07-22,22:00,2022-07-23,04:00,"KEITH MACKENZIE - from CHICAGO 
with
Marty McFly
Dmonic",Guelph,CA,ON,"12 Wyndham Street North #2nd Floor, Guelph, ON N1H 4E5",N1H 4E5,12 Wyndham Street North,43.5448096,-80.2485868,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F277375539%2F4433627656%2F1%2Foriginal.20220503-045558?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=5%2C0%2C1190%2C595&s=9feb0427c6771fc90eeeea4a9dbae5d9,https://www.eventbrite.ca/e/keith-mackenzie-chicago-booty-breaks-onyx-nightclub-guelph-tickets-330995585707
Carnival in the 6ix,events/1222057034560823,The Exclusive Group,,,,,America/Toronto,326190493547,2022-07-30,22:00,2022-07-31,03:00,Caribana Toronto's Annual Hip Hop Party with a Surprise Guest Host Every Year!,Mississauga,CA,ON,"35 Brunel Road, Mississauga, ON L4Z 3E8",L4Z 3E8,35 Brunel Road,43.6259529,-79.6773688,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F271748069%2F182258007490%2F1%2Foriginal.20220423-021651?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1600%2C800&s=fae7d5fc865fee666fd24048687062d6,https://www.eventbrite.ca/e/carnival-in-the-6ix-tickets-326190493547
"2022 MSSI, Session 1: Professional Training Academy and Festival Ensemble",,Magisterra Soloists,,,,,America/Toronto,254653183527,2022-07-18,08:00,2022-07-24,17:00,Emerging professionals will participate in an intensive week-long training program with leading principal orchestra players,London,CA,ON,"421 Ridout Street North, London, ON N6A 5H4",N6A 5H4,421 Ridout Street North,42.9826102,-81.2548023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F220791489%2F186441922307%2F1%2Foriginal.20220130-172808?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C55%2C1080%2C540&s=a705113c3dbd8838ae24e45088a7ba95,https://www.eventbrite.ca/e/2022-mssi-session-1-professional-training-academy-and-festival-ensemble-tickets-254653183527
"2022 MSSI, Session 1: Professional Training Academy and Festival Ensemble",,Magisterra Soloists,,,,,America/Toronto,254653183527,2022-07-18,08:00,2022-07-24,17:00,Emerging professionals will participate in an intensive week-long training program with leading principal orchestra players,London,CA,ON,"421 Ridout Street North, London, ON N6A 5H4",N6A 5H4,421 Ridout Street North,42.9826102,-81.2548023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F220791489%2F186441922307%2F1%2Foriginal.20220130-172808?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C55%2C1080%2C540&s=a705113c3dbd8838ae24e45088a7ba95,https://www.eventbrite.ca/e/2022-mssi-session-1-professional-training-academy-and-festival-ensemble-tickets-254653183527
The Urban Orchestra Pub Sing,theurbanorchestra,The Urban Orchestra,http://theurbanorchestra.com/,@urban_orchestra,,,America/Toronto,331434869617,2022-06-29,19:00,2022-06-29,23:00,"The Urban Orchestra's  3rd Annual Fundraiser featuring performances by Sean Hunt,  Aisle 17 and The Odin Quartet.",Toronto,CA,ON,"11 Saint Clair Avenue West, Toronto, ON M4V 1K6",M4V 1K6,11 Saint Clair Avenue West,43.687766,-79.39454099999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F287005789%2F225247257409%2F1%2Foriginal.20220518-141831?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=7a0607dfceb41357f72614bee27406dc,https://www.eventbrite.ca/e/the-urban-orchestra-pub-sing-tickets-331434869617
District6official - The First Wave,,District6official,,,,,America/Toronto,326042611227,2022-07-03,12:00,2022-07-03,22:00,District6official - First Contact,Toronto,CA,ON,"65 Front Street West, Toronto, ON M5J 1E6",M5J 1E6,65 Front Street West,43.64531969999999,-79.3804062,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F301775139%2F268718909671%2F1%2Foriginal.20220613-072258?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C80%2C514%2C257&s=0045504a1d3a75577322eec73691fd13,https://www.eventbrite.ca/e/district6official-the-first-wave-tickets-326042611227
Oh so fresh fridays,GirlzNiteOutPromo,GirlzNiteOut,,,,,America/Toronto,305271664767,2022-07-01,21:00,2022-07-02,03:00,Each and every Friday night DJ dancing great vibes pool table drink special wing special Kitchen open late,Toronto,CA,ON,"1 Eglinton Square, Toronto, ON M1L 2K1",M1L 2K1,1 Eglinton Square,43.7234825,-79.2986263,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F253577199%2F238989846829%2F1%2Foriginal.20220324-054109?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C70%2C1080%2C540&s=57c2ca528abba044472f8bcbb5dd7cc9,https://www.eventbrite.ca/e/oh-so-fresh-fridays-tickets-305271664767
"The Hardest Out 2022 - Roney, Pound Banga & 420Klick Oshawa Live",,No Limit Of The North Entertainment,,,,,America/Toronto,354675212107,2022-08-06,20:30,2022-08-07,00:30,"The Hardest Out Tour has been brought to you by : Mohawk Medibels, LeafyThings, Zillionaire Vape & No Limit of the North Entertainment Inc",Whitby,CA,ON,"11-1801 Dundas Street East, Whitby, ON L1N 7C5",L1N 7C5,11-1801 Dundas Street East,43.8866567,-78.90402499999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302038249%2F959799703663%2F1%2Foriginal.20220613-155708?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C403%2C3000%2C1500&s=b26ee60a1b03b73e493c18163ff7ebed,https://www.eventbrite.ca/e/the-hardest-out-2022-roney-pound-banga-420klick-oshawa-live-tickets-354675212107
