name,organizer_facebook,organizer_name,organizer_website,organizer_twitter,first_performer,second_performer,timezone,id,start_date,start_time,end_date,end_time,summary,city,country,region,localized_address_display,postal_code,street_address,latitude,longitude,images,listing_url
Forgotten Rebels w/ All But Six and Trash Puppets,Socialbowlldn,Palasad Socialbowl,http://www.socialbowl.ca,@socialbowlldn,,,America/Toronto,369604124887,2022-09-24,21:00,2022-09-25,00:00,Get ready for some serious punk rock! Legendary Forgotten Rebels w/ locals All But Six and Trash Puppets,London,CA,ON,"777 Adelaide Street North, London, ON N5Y 2L8",N5Y 2L8,777 Adelaide Street North,43.0007995,-81.2376355,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F305240809%2F275202709774%2F1%2Foriginal.20220618-235712?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=996f00c035bbd30dbd5d4ebf981d9d0f,https://www.eventbrite.ca/e/forgotten-rebels-w-all-but-six-and-trash-puppets-tickets-369604124887
Basia Bulat,sonicunyonrecords,Sonic Unyon,http://www.sonicunyon.com,sonicunyon,Basia Bulat,,America/Toronto,216694307507,2022-09-24,20:00,2022-09-24,23:55,Basia Bulat's The Garden Tour – Live At Bridgeworks!,Hamilton,CA,ON,"200 Caroline St. N. (off Barton St. W.), Hamilton, ON L8R 0A6",L8R 0A6,200 Caroline St. N. (off Barton St. W.),43.2646485,-79.8725989,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F191561789%2F301977967712%2F1%2Foriginal.20211124-184348?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=28c5b74871c6bf0a68d2ff006faa638a,https://www.eventbrite.ca/e/basia-bulat-tickets-216694307507
Basia Bulat,sonicunyonrecords,Sonic Unyon,http://www.sonicunyon.com,sonicunyon,Basia Bulat,,America/Toronto,216694307507,2022-09-24,20:00,2022-09-24,23:55,Basia Bulat's The Garden Tour – Live At Bridgeworks!,Hamilton,CA,ON,"200 Caroline St. N. (off Barton St. W.), Hamilton, ON L8R 0A6",L8R 0A6,200 Caroline St. N. (off Barton St. W.),43.2646485,-79.8725989,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F191561789%2F301977967712%2F1%2Foriginal.20211124-184348?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=28c5b74871c6bf0a68d2ff006faa638a,https://www.eventbrite.ca/e/basia-bulat-tickets-216694307507
Owen (Mike Kinsella),143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,Owen,,America/Toronto,342529193037,2022-09-29,20:30,2022-09-29,23:00,Thu Sep 26 at Club SAW,Ottawa,CA,ON,"67 Nicholas Street, Ottawa, ON K1N 7B9",K1N 7B9,67 Nicholas Street,45.425197,-75.688811,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F285943599%2F334828062913%2F1%2Foriginal.20220517-035105?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C208%2C750%2C375&s=148b1a6b3a954a9483e192e34b1d110f,https://www.eventbrite.ca/e/owen-mike-kinsella-tickets-342529193037
Tech N9ne Live in Thunder Bay September 29th at NV Music Hall,10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Tech N9ne,"King Iso, Robbie G",America/Thunder_Bay,362882179367,2022-09-29,20:00,2022-09-29,23:00,TECH N9NE performs live in Thunder Bay on September 29th at NV Music Hall! Don't miss out!,Thunder Bay,CA,ON,"228 Red River Rd., Thunder Bay, ON P7B 1A6",P7B 1A6,228 Red River Rd.,48.4354635,-89.2206942,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302370399%2F350413957777%2F1%2Foriginal.20220614-002030?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C16%2C1920%2C960&s=91ea6cb174a491ae364eb55b51578736,https://www.eventbrite.ca/e/tech-n9ne-live-in-thunder-bay-september-29th-at-nv-music-hall-tickets-362882179367
Tech N9ne Live in Sault Ste. Marie September 30th at Soo Blaster,10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Tech N9ne,"King Iso, Robbie G",America/Toronto,362898267487,2022-09-30,20:00,2022-09-30,23:30,TECH N9NE performs live in Sault Ste. Marie September 30th at Soo Blaster! Don't miss out!,Sault Ste. Marie,CA,ON,"345 Queen St E, Sault Ste. Marie, ON P6A 1Z2",P6A 1Z2,345 Queen St E,46.512327,-84.335082,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302371329%2F350413957777%2F1%2Foriginal.20220614-002211?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1920%2C960&s=a951f672f050eee799820d68c8ca9c55,https://www.eventbrite.ca/e/tech-n9ne-live-in-sault-ste-marie-september-30th-at-soo-blaster-tickets-362898267487
Tech N9ne Live in Sault Ste. Marie September 30th at Soo Blaster,10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Tech N9ne,"King Iso, Robbie G",America/Toronto,362898267487,2022-09-30,20:00,2022-09-30,23:30,TECH N9NE performs live in Sault Ste. Marie September 30th at Soo Blaster! Don't miss out!,Sault Ste. Marie,CA,ON,"345 Queen St E, Sault Ste. Marie, ON P6A 1Z2",P6A 1Z2,345 Queen St E,46.512327,-84.335082,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302371329%2F350413957777%2F1%2Foriginal.20220614-002211?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1920%2C960&s=a951f672f050eee799820d68c8ca9c55,https://www.eventbrite.ca/e/tech-n9ne-live-in-sault-ste-marie-september-30th-at-soo-blaster-tickets-362898267487
Tech N9ne Live in Sudbury October 1st at The Grand,10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Tech N9ne,"King Iso, Robbie G",America/Toronto,362906642537,2022-10-01,20:00,2022-10-01,23:00,TECH N9NE performs live in Sudbury October 1st at The Grand! Don't miss out!,Sudbury,CA,ON,"28 Elgin St, Sudbury, ON P3C 5B4",P3C 5B4,28 Elgin St,46.4937568,-80.9959242,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302372059%2F350413957777%2F1%2Foriginal.20220614-002400?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C16%2C1920%2C960&s=3c1e78a05c6e78fa009f97c08ff48113,https://www.eventbrite.ca/e/tech-n9ne-live-in-sudbury-october-1st-at-the-grand-tickets-362906642537
Live from the Attic at The Main Street Music Hall - Mojo Train Edition,,Old Flame Brewery,,,,,America/Toronto,372322244857,2022-10-01,19:00,2022-10-01,23:00,Live from the Attic at The Main Street Music Hall - Mojo Train Edition,Newmarket,CA,ON,"140 Main Street South, Newmarket, ON L3Y 3Y7",L3Y 3Y7,140 Main Street South,44.0546197,-79.4586324,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307788249%2F746707044003%2F1%2Foriginal.20220623-160549?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1280%2C640&s=e95ae6d2c307e14d538b330bc7c2bd34,https://www.eventbrite.ca/e/live-from-the-attic-at-the-main-street-music-hall-mojo-train-edition-tickets-372322244857
BRITISH LEGENDS,,Black Creek Music,,,,,America/Toronto,373471071027,2022-10-01,19:30,2022-10-01,23:00,British Legends Tribute at Capitol 33. Come and enjoy our top performers!,Delhi,CA,ON,"93 King Street, Delhi, ON N4B 1X7",N4B 1X7,93 King Street,42.85551029999999,-80.4970649,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F308579459%2F658542663363%2F1%2Foriginal.20220625-025002?w=200&auto=format%2Ccompress&q=75&sharp=10&s=216f41fd6eab08bd5be3d86b5d8cbeea,https://www.eventbrite.ca/e/british-legends-tickets-373471071027
DEATH FROM ABOVE 1979 - IS 4 LOVERS,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,Death From Above 1979,The OBGMs,America/Toronto,163090182125,2022-10-11,19:30,2022-10-11,23:00,Tue Oct 11 @ Bronson Centre Theatre,Ottawa,CA,ON,"211 Bronson Avenue, Ottawa, ON K1R 6H4",K1R 6H4,211 Bronson Avenue,45.4135609,-75.7063439,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F230463549%2F334828062913%2F1%2Foriginal.20220215-175041?w=460&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C6%2C460%2C230&s=a480de98f3f4c16d8d4659945f9acff8,https://www.eventbrite.ca/e/death-from-above-1979-is-4-lovers-tickets-163090182125
OPEROTTAWA OPERA GALA,,OperOttawa,,,,,America/Toronto,372743073567,2022-10-02,14:30,2022-10-02,17:15,"Celebrating The opening of OperOttawa’s 10th season - Mozart’s IMPRESSARIO, excerpts from over 12 operas with soloists and chorus",Ottawa,CA,ON,"140 Laurier Avenue West, Ottawa, ON K1P 5J4",K1P 5J4,140 Laurier Avenue West,45.420748,-75.69321639999998,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307925189%2F279918752594%2F1%2Foriginal.20220623-194236?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1920%2C960&s=622fea9d6865fc6bcd26d31f4c1ea5ce,https://www.eventbrite.ca/e/operottawa-opera-gala-tickets-372743073567
TECH N9NE Live In Peterborough,TheDiamondMineAgency,The Diamond Mine Agency,http://www.TheDiamondMineAgency.com,diamondXmine,Tech N9ne,King Iso,America/Toronto,361104803187,2022-10-03,20:00,2022-10-03,23:00,TECH N9NE Live In Peterborough ON October 3rd 2022,Peterborough,CA,ON,"286 George St N, Peterborough, ON K9J3H2",K9J3H2,286 George St N,44.3023393,-78.3193876,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F299775479%2F299947132686%2F1%2Foriginal.20220608-221821?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C760%2C380&s=3e2d485257e1e56aa0d17f816f92af0a,https://www.eventbrite.ca/e/tech-n9ne-live-in-peterborough-tickets-361104803187
The Dead South,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,The Dead South,,America/Toronto,332798508297,2022-10-14,19:30,2022-10-14,23:00,Fri Oct 14 @ Bronson Centre Theatre,Ottawa,CA,ON,"211 Bronson Avenue, Ottawa, ON K1R 6H4",K1R 6H4,211 Bronson Avenue,45.4135609,-75.7063439,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F277598519%2F334828062913%2F1%2Foriginal.20220503-132803?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C94%2C8000%2C4000&s=ab44d220b7cb48a92d79d8b0fe13749f,https://www.eventbrite.ca/e/the-dead-south-tickets-332798508297
"Anchor's Up Tour - Fortunate Ones, The Once, & Old Man Luedecke",,Sleeping Giant Folk Music Society,http://sleepinggiant.ca,,,,America/Thunder_Bay,354671129897,2022-11-10,20:00,2022-11-10,23:00,The ‘Anchor’s Up Tour’ will feature individual sets of music from three of Atlantic Canada’s most celebrated folk acts!,Thunder Bay,CA,ON,"1350 King Road, Thunder Bay, ON P7K 1L7",P7K 1L7,1350 King Road,48.3469948,-89.3542671,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F295416459%2F254622551081%2F1%2Foriginal.20220601-163115?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C33%2C1024%2C512&s=c6f96389f5a63cc0f2481f757c86fd54,https://www.eventbrite.ca/e/anchors-up-tour-fortunate-ones-the-once-old-man-luedecke-tickets-354671129897
Tech N9ne Live in Waterloo October 5th at Maxwell's,10152353821662287,R-Evolution Media,https://revmediastudio.com/,RMediaStudio,Tech N9ne,"King Iso, Robbie G",America/Toronto,362910714717,2022-10-05,20:00,2022-10-05,23:00,TECH N9NE performs live in Waterloo October 5th at Maxwell's Concerts & Events! Don't miss out!,Waterloo,CA,ON,"35 University Ave E., Waterloo, ON N2J 2V9",N2J 2V9,35 University Ave E.,43.4765777,-80.5220106,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302372579%2F350413957777%2F1%2Foriginal.20220614-002525?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C16%2C1920%2C960&s=214f68d308b0654e04bacde51865e176,https://www.eventbrite.ca/e/tech-n9ne-live-in-waterloo-october-5th-at-maxwells-tickets-362910714717
Wednesday 13 - Oct 6 - Brass Monkey,,The Brass Monkey,http://www.thebrassmonkey.ca,,,,America/Toronto,359500033277,2022-10-06,18:00,2022-10-06,23:00,Wednesday 13 returns to the Brass Monkey Oct 6th for the 20 Years Of Fear tour. Meet&Greet VIP available,Ottawa,CA,ON,"250 Greenbank Road, Ottawa, ON K2H 8X4",K2H 8X4,250 Greenbank Road,45.32533309999999,-75.7798238,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F298650419%2F152472881937%2F1%2Foriginal.20220607-144448?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C1850%2C3508%2C1754&s=5c50a0d8425161fda35d8bd3ad7f0b53,https://www.eventbrite.ca/e/wednesday-13-oct-6-brass-monkey-tickets-359500033277
Sandra Bouza Is Alanis Morissette,,The Empire Theatre,https://theempiretheatre.com/,,,,America/Toronto,208839202677,2022-11-19,19:30,2022-11-19,22:30,Sandra Bouza Performs Alanis Morissette,Belleville,CA,ON,"321 Front St., Belleville, ON K8N 2Z9",K8N 2Z9,321 Front St.,44.167230,-77.385605,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F187838189%2F266624675939%2F1%2Foriginal.20211117-205341?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=eea533647560d9e5e9197e8826e0ba39,https://www.eventbrite.ca/e/sandra-bouza-is-alanis-morissette-tickets-208839202677
Paul Cafcae Live at Main Street Music Hall,,Old Flame Brewery,,,,,America/Toronto,371663213677,2022-10-08,19:00,2022-10-08,22:00,Join us live in the Main Street Music Hall for Paul Cafcae Band,Newmarket,CA,ON,"140 Main Street South, Newmarket, ON L3Y 3Y7",L3Y 3Y7,140 Main Street South,44.0546197,-79.4586324,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306648229%2F746707044003%2F1%2Foriginal.20220621-204025?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1280%2C640&s=0c511013209b990cc4222ddb67d56cfc,https://www.eventbrite.ca/e/paul-cafcae-live-at-main-street-music-hall-tickets-371663213677
The Original Wailers - January 29 2023,124499260952587,Midland Cultural Centre,http://midlandculturalcentre.com,,,,America/Toronto,203279543587,2023-01-29,20:00,2023-01-29,22:30,"The Original Wailers: Featuring Al Anderson, live at Rotary Hall at the Midland Cultural Centre.",Midland,CA,ON,"333 King St., Midland, ON L4R 3M7",L4R 3M7,333 King St.,44.7485841,-79.8832753,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F220016309%2F524383549667%2F1%2Foriginal.20220128-143828?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=3c7c96ad6b316553623194278f388abb,https://www.eventbrite.ca/e/the-original-wailers-january-29-2023-tickets-203279543587
Sundays At The Chateau Concert Series,,bringingmusichome.com and windrushestatewinery.com,,,,,America/Toronto,323583686517,2022-11-13,16:00,2022-11-13,19:00,Join us for an afternoon of wine and music.  Today's featured performers are Andrew Marzotto and Laura Anglade.,Palgrave (Hockley),CA,ON,"3100 Concession Road 3 Adjala, Palgrave (Hockley), ON L0N 1P0",L0N 1P0,3100 Concession Road 3 Adjala,44.04963430000001,-79.94189949999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F269568749%2F905756259273%2F1%2Foriginal.20220420-010017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ad27b6421972f765a2ec3b0bed369f86,https://www.eventbrite.ca/e/sundays-at-the-chateau-concert-series-tickets-323583686517
King Buffalo,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,King Buffalo,Atsuko Chiba,America/Toronto,356454323477,2022-10-14,20:30,2022-10-14,23:00,Fri Oct 14  at Club SAW,Ottawa,CA,ON,"67 Nicholas Street, Ottawa, ON K1N 7B9",K1N 7B9,67 Nicholas Street,45.425197,-75.688811,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F296705969%2F334828062913%2F1%2Foriginal.20220603-151950?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C93%2C8000%2C4000&s=e1c62e3881689b3d8f55172a68e2753d,https://www.eventbrite.ca/e/king-buffalo-tickets-356454323477
Pierre Bensusan,124499260952587,Midland Cultural Centre,http://midlandculturalcentre.com,,Pierre Bensusan,,America/Toronto,370492050697,2022-10-14,20:00,2022-10-14,22:00,"French-Algerian acoustic guitar virtuoso, vocalist and composer Pierre Bensusan, live at the Midland Cultural Centre",Midland,CA,ON,"333 King St., Midland, ON L4R 3M7",L4R 3M7,333 King St.,44.7485841,-79.8832753,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307080149%2F524383549667%2F1%2Foriginal.20220622-145957?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4481e6d027ca70014a2a6097d445f380,https://www.eventbrite.ca/e/pierre-bensusan-tickets-370492050697
Christmas Concerto,,Sault Symphony Orchestra,,,,,America/Toronto,353939421337,2022-12-11,14:00,2022-12-11,17:00,Celebrate the holidays with the SSO,Sault Ste. Marie,CA,ON,"83 Huron Street, Sault Ste. Marie, ON P6A 5P4",P6A 5P4,83 Huron Street,46.51623910000001,-84.3496322,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294668269%2F878134954173%2F1%2Foriginal.20220531-171825?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=890880e6efe56d7caf632fd1ef2f26e5,https://www.eventbrite.ca/e/christmas-concerto-tickets-353939421337
Christmas Concerto,,Sault Symphony Orchestra,,,,,America/Toronto,353939421337,2022-12-11,14:00,2022-12-11,17:00,Celebrate the holidays with the SSO,Sault Ste. Marie,CA,ON,"83 Huron Street, Sault Ste. Marie, ON P6A 5P4",P6A 5P4,83 Huron Street,46.51623910000001,-84.3496322,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294668269%2F878134954173%2F1%2Foriginal.20220531-171825?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=890880e6efe56d7caf632fd1ef2f26e5,https://www.eventbrite.ca/e/christmas-concerto-tickets-353939421337
Christmas Concerto,,Sault Symphony Orchestra,,,,,America/Toronto,353939421337,2022-12-11,14:00,2022-12-11,17:00,Celebrate the holidays with the SSO,Sault Ste. Marie,CA,ON,"83 Huron Street, Sault Ste. Marie, ON P6A 5P4",P6A 5P4,83 Huron Street,46.51623910000001,-84.3496322,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294668269%2F878134954173%2F1%2Foriginal.20220531-171825?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=890880e6efe56d7caf632fd1ef2f26e5,https://www.eventbrite.ca/e/christmas-concerto-tickets-353939421337
Madison Violet,,Sleeping Giant Folk Music Society,http://sleepinggiant.ca,,,,America/Thunder_Bay,355614280887,2022-12-03,20:00,2022-12-03,23:00,Madison Violet Presented by Sleeping Giant Folk Music Society,Thunder Bay,CA,ON,"102 Court St S, Thunder Bay, ON P7B 2X4",P7B 2X4,102 Court St S,48.4322437,-89.2259088,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F296378949%2F254622551081%2F1%2Foriginal.20220602-232829?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C39%2C1238%2C619&s=050f29a10df780ea4f4def785cc79ecb,https://www.eventbrite.ca/e/madison-violet-tickets-355614280887
Amy Shark,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,Amy Shark,,America/Toronto,356461053607,2022-10-21,20:30,2022-10-21,23:00,Fri Oct 21 at Club SAW,Ottawa,CA,ON,"67 Nicholas Street, Ottawa, ON K1N 7B9",K1N 7B9,67 Nicholas Street,45.425197,-75.688811,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F299093029%2F334828062913%2F1%2Foriginal.20220603-153622?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=4%2C62%2C1916%2C958&s=56d575cbcb90523a4f1fb2c1607710a9,https://www.eventbrite.ca/e/amy-shark-tickets-356461053607
Parabolus - TOOL Tribute -Oct 22 - Brass Monkey,,The Brass Monkey,http://www.thebrassmonkey.ca,,,,America/Toronto,369114209537,2022-10-22,20:00,2022-10-23,01:00,"Parabolus - The Complete TOOL Experience live at The Brass Monkey.  
www.parabolus.ca",Ottawa,CA,ON,"250 Greenbank Road, Ottawa, ON K2H 8X4",K2H 8X4,250 Greenbank Road,45.32533309999999,-75.7798238,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F304802569%2F152472881937%2F1%2Foriginal.20220617-160414?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C132%2C2100%2C1050&s=582c8afa4f657c64d3811238161f5e45,https://www.eventbrite.ca/e/parabolus-tool-tribute-oct-22-brass-monkey-tickets-369114209537
David Myles Trio Tour Across Canada,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,David Myles,,America/Toronto,334148656627,2022-11-03,19:30,2022-11-03,22:30,Thu Nov 3 at St Albans Church,Ottawa,CA,ON,"454 King Edward Ave, Ottawa, ON",,454 King Edward Ave,45.4275162,-75.6851307,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F278953809%2F334828062913%2F1%2Foriginal.20220505-014655?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C13%2C1500%2C750&s=c630443e5376e5a0110ec9dd6798eb05,https://www.eventbrite.ca/e/david-myles-trio-tour-across-canada-tickets-334148656627
Aeternam + Vortex + As We Suffer + Feed After Midnite,chordproductions,Chord Productions,http://www.chordproductions.com,ottawametal,Aeternam,"Vortex, As We Suffer",America/Toronto,361284169677,2022-10-27,19:00,2022-10-27,23:00,A night of Melodic Death Metal,Ottawa,CA,ON,"76 Murray St, Ottawa, ON K1N 7B5",K1N 7B5,76 Murray St,45.4294726,-75.6938682,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F299865729%2F326747582743%2F1%2Foriginal.20220609-014431?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C506%2C3300%2C1650&s=bb1d901dd08bb398017ad6ff12ff9dd7,https://www.eventbrite.ca/e/aeternam-vortex-as-we-suffer-feed-after-midnite-tickets-361284169677
Julian Taylor Live at Red Bird,,Red Bird Live,,,,,America/Toronto,370925828137,2022-10-29,20:00,2022-10-29,23:00,"Julian Taylor, performing with his trio takes to the Red Bird stage.",Ottawa,CA,ON,"1165 Bank Street, Ottawa, ON K1S 3X4",K1S 3X4,1165 Bank Street,45.39256530000001,-75.68189029999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306100309%2F571063959093%2F1%2Foriginal.20220621-013309?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=41e0a4ce77ee4a88331a239386f599f6,https://www.eventbrite.ca/e/julian-taylor-live-at-red-bird-tickets-370925828137
Julian Taylor Live at Red Bird,,Red Bird Live,,,,,America/Toronto,370925828137,2022-10-29,20:00,2022-10-29,23:00,"Julian Taylor, performing with his trio takes to the Red Bird stage.",Ottawa,CA,ON,"1165 Bank Street, Ottawa, ON K1S 3X4",K1S 3X4,1165 Bank Street,45.39256530000001,-75.68189029999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F306100309%2F571063959093%2F1%2Foriginal.20220621-013309?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=41e0a4ce77ee4a88331a239386f599f6,https://www.eventbrite.ca/e/julian-taylor-live-at-red-bird-tickets-370925828137
BRASS TRANSIT'S CHRISTMAS PARTY 2022,,,,,,,America/Toronto,183596491047,2022-11-25,19:00,2022-11-26,00:00,Celebrate X-mas 2022 with an evening of great music and fun featuring two of Canada's best tribute bands- BRASS TRANSIT and FOREVER SEGER.,Mississauga,CA,ON,"1036 Lakeshore Road East, Mississauga, ON L5E 1E4",L5E 1E4,1036 Lakeshore Road East,43.5764927,-79.55797319999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F187606309%2F612725160293%2F1%2Foriginal.20211117-145903?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=bdee66229a27641bd8bbbd9bbe16f3b3,https://www.eventbrite.ca/e/brass-transits-christmas-party-2022-tickets-183596491047
Sons of Scotland Pipe Band Celeidh,sospb,The Sons of Scotland Pipe Band,,@SOSPB,,,America/Toronto,295850786667,2022-12-03,17:00,2022-12-03,22:30,"The Sons of Scotland are pleased to be hosting their annual St. Andrew's Day Celeidh with music, dance, dinner and more!",Ottawa,CA,ON,"294 Cyr Avenue, Ottawa, ON K1L 7N7",K1L 7N7,294 Cyr Avenue,45.4344609,-75.6635251,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F246197459%2F102850959049%2F1%2Foriginal.20220312-164416?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C267%2C1066%2C533&s=9584eaa8c8abb036fbd886b9267bd7d3,https://www.eventbrite.ca/e/sons-of-scotland-pipe-band-celeidh-tickets-295850786667
Lisa Leblanc,143439452394747,spectrasonic,http://www.spectrasonic.com,spectrasonic,Lisa LeBlanc,,America/Toronto,204585399437,2022-11-19,19:30,2022-11-19,23:00,"Sat Nov 19, 2022 @ Bronson Centre Theatre",Ottawa,CA,ON,"211 Bronson Avenue, Ottawa, ON K1R 6H4",K1R 6H4,211 Bronson Avenue,45.4135609,-75.7063439,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F179462729%2F334828062913%2F1%2Foriginal.20211103-163016?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C250%2C3000%2C1500&s=99cf82c46fd438719c61389c19891009,https://www.eventbrite.ca/e/lisa-leblanc-tickets-204585399437
AN EVENING OF LED ZEPPELIN,underthewhitehouse,Michael White and The White,,,,,America/Toronto,366044518007,2022-11-12,20:00,2022-11-12,22:30,AN EVENING OF LED ZEPPELIN - MICHAEL WHITE & THE WHITE,Cobourg,CA,ON,"284 Division Street, Cobourg, ON K9A 3R1",K9A 3R1,284 Division Street,43.9614037,-78.1657902,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F302286809%2F135509562123%2F1%2Foriginal.20220613-212824?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=38%2C41%2C1002%2C501&s=99e652cce441cb868190f96435774af0,https://www.eventbrite.ca/e/an-evening-of-led-zeppelin-tickets-366044518007
